"","codigo","municipio","estado","ano","pop_total_numhab","pop_urbana_numhab"
"1",220005,"Acauã","PI",2015,6933,926
"2",220025,"Alagoinha do Piauí","PI",2015,7501,2727
"3",220027,"Alegrete do Piauí","PI",2015,4832,2660
"4",220045,"Alvorada do Gurguéia","PI",2015,5278,1932
"5",220070,"Anísio de Abreu","PI",2015,9597,4750
"6",220090,"Aroazes","PI",2015,5763,3421
"7",220095,"Aroeiras do Itaim","PI",2015,2460,240
"8",220105,"Assunção do Piauí","PI",2015,7686,3460
"9",220110,"Avelino Lopes","PI",2015,11433,6936
"10",220155,"Bela Vista do Piauí","PI",2015,3919,1289
"11",220157,"Belém do Piauí","PI",2015,3464,1691
"12",220170,"Bertolínia","PI",2015,5402,3955
"13",220173,"Betânia do Piauí","PI",2015,6097,1701
"14",220180,"Bocaina","PI",2015,4436,1773
"15",220190,"Bom Jesus","PI",2015,24327,18945
"16",220192,"Bonfim do Piauí","PI",2015,5549,1682
"17",220198,"Brejo do Piauí","PI",2015,3871,1434
"18",220202,"Buriti dos Montes","PI",2015,8188,2486
"19",220207,"Cajazeiras do Piauí","PI",2015,3471,1155
"20",220209,"Caldeirão Grande do Piauí","PI",2015,5674,1663
"21",220210,"Campinas do Piauí","PI",2015,5507,1840
"22",220211,"Campo Alegre do Fidalgo","PI",2015,4911,1281
"23",220213,"Campo Grande do Piauí","PI",2015,5801,1628
"24",220225,"Canavieira","PI",2015,3904,1730
"25",220230,"Canto do Buriti","PI",2015,20700,11508
"26",220245,"Capitão Gervásio Oliveira","PI",2015,4008,1201
"27",220250,"Caracol","PI",2015,10641,4197
"28",220255,"Caridade do Piauí","PI",2015,4994,1634
"29",220260,"Castelo do Piauí","PI",2015,18160,11369
"30",220275,"Colônia do Gurguéia","PI",2015,6314,5073
"31",220277,"Colônia do Piauí","PI",2015,7527,2677
"32",220280,"Conceição do Canindé","PI",2015,4536,2395
"33",220285,"Coronel José Dias","PI",2015,4602,1511
"34",220310,"Cristino Castro","PI",2015,10214,7432
"35",220320,"Curimatá","PI",2015,11121,7321
"36",220323,"Currais","PI",2015,4845,952
"37",220327,"Curral Novo do Piauí","PI",2015,5086,1440
"38",220335,"Dirceu Arcoverde","PI",2015,6862,2435
"39",220340,"Dom Expedito Lopes","PI",2015,6756,3674
"40",220342,"Domingos Mourão","PI",2015,4290,964
"41",220345,"Dom Inocêncio","PI",2015,9387,2049
"42",220360,"Eliseu Martins","PI",2015,4807,3937
"43",220375,"Fartura do Piauí","PI",2015,5199,1369
"44",220380,"Flores do Piauí","PI",2015,4394,2000
"45",220385,"Floresta do Piauí","PI",2015,2515,872
"46",220415,"Francisco Macedo","PI",2015,3097,1247
"47",220420,"Francisco Santos","PI",2015,9054,4193
"48",220430,"Fronteiras","PI",2015,11372,7455
"49",220435,"Geminiano","PI",2015,5319,1181
"50",220455,"Guaribas","PI",2015,4478,1297
"51",220470,"Inhuma","PI",2015,15044,7377
"52",220480,"Ipiranga do Piauí","PI",2015,9599,5914
"53",220490,"Isaías Coelho","PI",2015,8408,1907
"54",220500,"Itainópolis","PI",2015,11354,2586
"55",220510,"Itaueira","PI",2015,10828,6033
"56",220515,"Jacobina do Piauí","PI",2015,5682,1017
"57",220520,"Jaicós","PI",2015,18660,8803
"58",220535,"João Costa","PI",2015,2965,702
"59",220551,"Juazeiro do Piauí","PI",2015,5380,1673
"60",220552,"Júlio Borges","PI",2015,5510,1659
"61",220553,"Jurema","PI",2015,4657,893
"62",220556,"Lagoa do Barro do Piauí","PI",2015,4579,1006
"63",220557,"Lagoa de São Francisco","PI",2015,6611,2154
"64",220559,"Lagoa do Sítio","PI",2015,5047,1793
"65",220590,"Manoel Emídio","PI",2015,5263,3347
"66",220595,"Marcolândia","PI",2015,8249,7082
"67",220605,"Massapê do Piauí","PI",2015,6323,951
"68",220635,"Milton Brandão","PI",2015,6517,1638
"69",220650,"Monsenhor Hipólito","PI",2015,7586,3577
"70",220665,"Morro Cabeça no Tempo","PI",2015,4073,1406
"71",220670,"Nazaré do Piauí","PI",2015,7261,3474
"72",220690,"Novo Oriente do Piauí","PI",2015,6483,3272
"73",220700,"Oeiras","PI",2015,36329,22422
"74",220720,"Padre Marcos","PI",2015,6748,2384
"75",220730,"Paes Landim","PI",2015,4071,2383
"76",220735,"Pajeú do Piauí","PI",2015,3308,1403
"77",220740,"Palmeira do Piauí","PI",2015,4980,1759
"78",220755,"Paquetá","PI",2015,3900,524
"79",220777,"Patos do Piauí","PI",2015,6257,1731
"80",220780,"Paulistana","PI",2015,20168,10862
"81",220785,"Pavussu","PI",2015,3637,1780
"82",220790,"Pedro II","PI",2015,38055,23004
"83",220793,"Pedro Laurentino","PI",2015,2481,844
"84",220795,"Nova Santa Rita","PI",2015,4286,721
"85",220800,"Picos","PI",2015,76544,60793
"86",220810,"Pimenteiras","PI",2015,11913,4869
"87",220820,"Pio IX","PI",2015,18061,5408
"88",220830,"Piracuruca","PI",2015,28160,19671
"89",220865,"Queimada Nova","PI",2015,8796,1189
"90",220870,"Redenção do Gurguéia","PI",2015,8600,5462
"91",220887,"Ribeira do Piauí","PI",2015,4381,1059
"92",220900,"Rio Grande do Piauí","PI",2015,6329,4131
"93",220910,"Santa Cruz do Piauí","PI",2015,6127,4134
"94",220915,"Santa Cruz dos Milagres","PI",2015,3926,2201
"95",220930,"Santa Luz","PI",2015,5719,3225
"96",220935,"Santana do Piauí","PI",2015,4544,1792
"97",220937,"Santa Rosa do Piauí","PI",2015,5178,3676
"98",220940,"Santo Antônio de Lisboa","PI",2015,6244,4075
"99",220950,"Santo Inácio do Piauí","PI",2015,3720,2342
"100",220955,"São Braz do Piauí","PI",2015,4371,1035
"101",220965,"São Francisco de Assis do Piauí","PI",2015,5786,1485
"102",220970,"São Francisco do Piauí","PI",2015,6329,1993
"103",220985,"São João da Canabrava","PI",2015,4523,1255
"104",220987,"São João da Fronteira","PI",2015,5898,2389
"105",220990,"São João da Serra","PI",2015,6081,3404
"106",220995,"São João da Varjota","PI",2015,4747,1418
"107",221000,"São João do Piauí","PI",2015,20146,13882
"108",221005,"São José do Divino","PI",2015,5246,2762
"109",221010,"São José do Peixe","PI",2015,3697,1887
"110",221020,"São José do Piauí","PI",2015,6610,1935
"111",221030,"São Julião","PI",2015,6244,2561
"112",221035,"São Lourenço do Piauí","PI",2015,4493,1130
"113",221037,"São Luis do Piauí","PI",2015,2595,825
"114",221039,"São Miguel do Fidalgo","PI",2015,2993,1091
"115",221040,"São Miguel do Tapuio","PI",2015,18105,6664
"116",221060,"São Raimundo Nonato","PI",2015,33802,22236
"117",221063,"Sebastião Leal","PI",2015,4209,1965
"118",221070,"Simões","PI",2015,14411,5782
"119",221080,"Simplício Mendes","PI",2015,12424,7369
"120",221090,"Socorro do Piauí","PI",2015,4512,1626
"121",221093,"Sussuapara","PI",2015,6545,1662
"122",221095,"Tamboril do Piauí","PI",2015,2851,1566
"123",221097,"Tanque do Piauí","PI",2015,2703,1278
"124",221130,"Valença do Piauí","PI",2015,20568,15986
"125",221135,"Várzea Branca","PI",2015,4889,1141
"126",221150,"Vera Mendes","PI",2015,3025,979
"127",221160,"Vila Nova do Piauí","PI",2015,2965,732
"128",221170,"Wall Ferraz","PI",2015,4375,1192
"129",230010,"Abaiara","CE",2015,11357,4925
"130",230015,"Acarapé","CE",2015,16288,8476
"131",230030,"Acopiara","CE",2015,53135,26202
"132",230040,"Aiuaba","CE",2015,16997,4145
"133",230050,"Alcântaras","CE",2015,11321,3624
"134",230060,"Altaneira","CE",2015,7344,5310
"135",230070,"Alto Santo","CE",2015,16876,8295
"136",230080,"Antonina do Norte","CE",2015,7227,5173
"137",230090,"Apuiarés","CE",2015,14565,6037
"138",230110,"Aracati","CE",2015,72727,46307
"139",230120,"Aracoiaba","CE",2015,26134,14139
"140",230125,"Ararendá","CE",2015,10775,5039
"141",230130,"Araripe","CE",2015,21289,13105
"142",230140,"Aratuba","CE",2015,11358,3713
"143",230150,"Arneiroz","CE",2015,7771,3940
"144",230160,"Assaré","CE",2015,23126,12315
"145",230170,"Aurora","CE",2015,24602,11842
"146",230180,"Baixio","CE",2015,6198,3398
"147",230185,"Banabuiú","CE",2015,17906,9052
"148",230190,"Barbalha","CE",2015,58855,40449
"149",230195,"Barreira","CE",2015,20687,8590
"150",230200,"Barro","CE",2015,22279,13628
"151",230210,"Baturité","CE",2015,34949,25631
"152",230240,"Boa Viagem","CE",2015,53838,27283
"153",230250,"Brejo Santo","CE",2015,48056,29832
"154",230270,"Campos Sales","CE",2015,27123,19525
"155",230280,"Canindé","CE",2015,76998,48464
"156",230290,"Capistrano","CE",2015,17573,6398
"157",230300,"Caridade","CE",2015,21800,12548
"158",230310,"Cariré","CE",2015,18645,8436
"159",230320,"Caririaçu","CE",2015,26858,14278
"160",230330,"Cariús","CE",2015,18810,8419
"161",230340,"Carnaubal","CE",2015,17463,8301
"162",230360,"Catarina","CE",2015,20079,9349
"163",230365,"Catunda","CE",2015,10294,5580
"164",230370,"Caucaia","CE",2015,353932,315628
"165",230380,"Cedro","CE",2015,25013,15459
"166",230393,"Choró","CE",2015,13294,3924
"167",230395,"Chorozinho","CE",2015,19192,11593
"168",230400,"Coreaú","CE",2015,22889,14829
"169",230410,"Crateús","CE",2015,74271,53699
"170",230420,"Crato","CE",2015,128680,106943
"171",230423,"Croatá","CE",2015,17728,9387
"172",230426,"Deputado Irapuan Pinheiro","CE",2015,9444,4292
"173",230427,"Ererê","CE",2015,7104,3591
"174",230430,"Farias Brito","CE",2015,18861,8803
"175",230435,"Forquilha","CE",2015,23544,16722
"176",230450,"Frecheirinha","CE",2015,13541,7959
"177",230460,"General Sampaio","CE",2015,6763,3968
"178",230465,"Graça","CE",2015,15294,5910
"179",230480,"Granjeiro","CE",2015,4494,1330
"180",230490,"Groaíras","CE",2015,10847,7504
"181",230500,"Guaraciaba do Norte","CE",2015,39151,18037
"182",230510,"Guaramiranga","CE",2015,3720,2229
"183",230520,"Hidrolândia","CE",2015,20055,11472
"184",230523,"Horizonte","CE",2015,63365,58614
"185",230526,"Ibaretama","CE",2015,13188,4539
"186",230530,"Ibiapina","CE",2015,24649,11122
"187",230533,"Ibicuitinga","CE",2015,12130,6145
"188",230535,"Icapuí","CE",2015,19418,6110
"189",230540,"Icó","CE",2015,67198,31274
"190",230550,"Iguatu","CE",2015,101386,78410
"191",230560,"Independência","CE",2015,25957,11645
"192",230565,"Ipaporanga","CE",2015,11499,4193
"193",230570,"Ipaumirim","CE",2015,12305,7309
"194",230580,"Ipu","CE",2015,41391,26276
"195",230590,"Ipueiras","CE",2015,38022,18436
"196",230600,"Iracema","CE",2015,14071,10069
"197",230610,"Irauçuba","CE",2015,23543,15126
"198",230620,"Itaiçaba","CE",2015,7656,4478
